price,rating,title
49.32,Five,Brain on Fire: My Month of Madness
32.01,Two,Batman: Europa
28.01,One,Barefoot Contessa Back to Basics
50.62,Five,Barefoot Contessa at Home: Everyday Recipes You'll Make Over and Over Again
17.03,Three,Balloon Animals
48.8,Three,Art Ops Vol. 1
58.14,Four,Aristotle and Dante Discover the Secrets of the Universe (Aristotle and Dante Discover the Secrets of the Universe #1)
34.2,Two,Angels Walking (Angels Walking #1)
51.48,Three,Angels & Demons (Robert Langdon #1)
29.87,Five,All the Light We Cannot See
10.9,Two,"Adulthood Is a Myth: A ""Sarah's Scribbles"" Collection"
56.37,Five,Abstract City
48.35,Five,A Time of Torment (Charlie Parker #14)
16.73,Two,A Study in Scarlet (Sherlock Holmes #1)
56.48,Two,"A Series of Catastrophes and Miracles: A True Story of Love, Science, and Cancer"
40.79,Two,A People's History of the United States
39.72,One,A Man Called Ove
14.58,Three,A Distant Mirror: The Calamitous 14th Century
55.51,One,A Brush of Wings (Angels Walking #3)
21.8,Three,1491: New Revelations of the Americas Before Columbus
13.33,Three,"The Three Searches, Meaning, and the Story"
38.73,One,Searching for Meaning in Gailana
37.86,Four,Rook
11.53,Two,My Kitchen Year: 136 Recipes That Saved My Life
27.06,One,13 Hours: The Inside Account of What Really Happened In Benghazi
13.86,Three,Will You Won't You Want Me?
37.55,One,Tipping Point for Planet Earth: How Close Are We to the Edge?
46.29,Five,The Silent Sister (Riley MacPherson #1)
26.2,One,The Midnight Watch: A Novel of the Titanic and the Californian
33.26,Two,The Lonely City: Adventures in the Art of Being Alone
59.15,Four,The Gray Rhino: How to Recognize and Act on the Obvious Dangers We Ignore
39.43,One,The Golden Condom: And Other Essays on Love Lost and Found
14.44,Five,The Epidemic (The Program 0.6)
56.54,Two,The Dinner Party
59.9,Three,The Diary of a Young Girl
11.88,Three,The Children
48.05,Two,Stars Above (The Lunar Chronicles #4.5)
21.21,Three,Snatched: How A Drug Queen Went Undercover for the DEA and Was Kidnapped By Colombian Guerillas
49.67,Four,Raspberry Pi Electronics Projects for the Evil Genius
43.14,One,Quench Your Own Thirst: Business Lessons Learned Over a Beer or Two
36.97,Five,Psycho: Sanitarium (Psycho #1.5)
26.8,Three,Poisonous (Max Revere Novels #3)
15.71,Four,One with You (Crossfire #5)
54.65,Four,No Love Allowed (Dodge Cove #1)
54.36,Four,Murder at the 42nd Street Library (Raymond Ambler #1)
35.28,Three,Most Wanted
20.55,Two,"Love, Lies and Spies"
58.32,Five,How to Speak Golf: An Illustrated Guide to Links Lingo
11.84,One,Hide Away (Eve Duncan #20)
41.46,Four,Furiously Happy: A Funny Book About Horrible Things
20.1,Five,Everyday Italian: 125 Simple and Delicious Recipes
56.86,One,Equal Is Unfair: America's Misguided Fight Against Income Inequality
56.51,Five,Eleanor & Park
40.83,Four,Dirty (Dive Bar #1)
48.64,One,Can You Keep a Secret? (Fear Street Relaunch #4)
59.48,Three,Boar Island (Anna Pigeon #19)
39.01,Four,A Paris Apartment
38.77,One,"A la Mode: 120 Recipes in 60 Pairings: Pies, Tarts, Cakes, Crisps, and More Topped with Ice Cream, Gelato, Frozen Custard, and More"
48.39,Two,Troublemaker: Surviving Hollywood and Scientology
27.26,Two,The Widow
11.68,Four,"The Sleep Revolution: Transforming Your Life, One Night at a Time"
59.45,One,The Improbability of Love
21.0,Three,The Art of Startup Fundraising
53.98,Three,Take Me Home Tonight (Rock Star Romance #3)
48.74,One,Sleeping Giants (Themis Files #1)
21.15,Two,"Setting the World on Fire: The Brief, Astonishing Life of St. Catherine of Siena"
13.71,Three,Playing with Fire
47.67,Three,Off the Hook (Fishing for Trouble #1)
13.34,Two,Mothering Sunday
16.89,Five,"Mother, Can You Not?"
27.18,One,M Train
17.28,Two,Lilac Girls
45.14,One,Lies and Other Acts of Love
40.85,One,Lab Girl
20.46,Four,Keep Me Posted
56.27,Three,It Didn't Start with You: How Inherited Family Trauma Shapes Who We Are and How to End the Cycle
48.49,Four,Grey (Fifty Shades #4)
51.34,Four,"Exit, Pursued by a Bear"
16.34,Three,Daredevils
20.5,Three,Cravings: Recipes for What You Want to Eat
21.59,Five,Born for This: How to Find the Work You Were Meant to Do
21.36,Four,Arena
20.88,Five,Adultery
19.53,Three,A Mother's Reckoning: Living in the Aftermath of Tragedy
14.75,Five,A Gentleman's Position (Society of Gentlemen #3)
48.48,Three,11/22/63
24.57,Two,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works"
49.71,Five,10-Day Green Smoothie Cleanse: Lose Up to 15 Pounds in 10 Days!
48.27,Five,Without Shame
58.05,Four,Watchmen
58.87,Four,Unlimited Intuition Now
11.82,Two,Underlying Notes
28.03,One,The Shack
44.05,Five,The New Brand You: Your New Image Makes the Sale for You
12.34,Four,"The Moosewood Cookbook: Recipes from Moosewood Restaurant, Ithaca, New York"
16.68,Two,The Flowers Lied
55.91,One,"The Fabric of the Cosmos: Space, Time, and the Texture of Reality"
24.57,Three,The Book of Mormon
52.98,Five,The Art and Science of Low Carbohydrate Living
54.4,One,The Alien Club
54.81,Five,Suzie Snowflake: One beautiful flake (a self-esteem story)
25.08,One,Nap-a-Roo
10.41,Four,"NaNo What Now? Finding your editing process, revising your NaNoWriMo book and building a writing career through publishing and beyond"
47.44,Two,Modern Day Fables
20.91,One,If I Gave You God's Phone Number....: Searching for Spirituality in America
33.95,Four,"Fruits Basket, Vol. 9 (Fruits Basket #9)"
43.68,Three,Dress Your Family in Corduroy and Denim
33.23,One,Don't Forget Steven
35.92,Two,Chernobyl 01:23:40: The Incredible True Story of the World's Worst Nuclear Disaster
48.63,Four,Art and Fear: Observations on the Perils (and Rewards) of Artmaking
56.63,Three,A Shard of Ice (The Black Symphony Saga #1)
50.49,Three,A Hero's Curse (The Unseen Chronicles #1)
35.79,Two,23 Degrees South: A Tropical Tale of Changing Whether...
34.06,Three,"Zero to One: Notes on Startups, or How to Build the Future"
17.76,One,Why Not Me?
39.36,Two,When Breath Becomes Air
36.94,Two,Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel
43.62,Five,The Unlikely Pilgrimage of Harold Fry (Harold Fry #1)
43.02,Three,The New Drawing on the Right Side of the Brain
28.45,Four,"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer"
41.39,Two,The Martian (The Martian #1)
51.15,One,The High Mountains of Portugal
35.88,One,The Grownup
36.91,One,The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It
28.93,One,South of Sunshine
38.89,Five,Smarter Faster Better: The Secrets of Being Productive in Life and Business
58.33,Three,Silence in the Dark (Logan Point #4)
39.67,Five,Shadows of the Past (Logan Point #1)
14.1,Five,Roller Girl
21.82,Three,Rising Strong
54.21,One,Proofs of God: Classical Arguments from Tertullian to Barth
31.19,Four,Please Kill Me: The Uncensored Oral History of Punk
53.64,Five,Out of Print: City Lights Spotlight No. 14
36.39,Five,My Life Next Door (My Life Next Door )
58.54,Two,Miller's Valley
29.48,Three,Man's Search for Meaning
25.06,Two,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations"
12.55,Three,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want
29.04,Five,Les Fleurs du Mal
40.72,Two,Left Behind (Left Behind #1)
45.05,Five,Kill 'Em and Leave: Searching for James Brown and the American Soul
47.13,One,Kierkegaard: A Christian Missionary to Christians
20.22,Four,John Vassos: Industrial Design for Modern Life
56.48,One,I'll Give You the Sun
44.21,One,I Will Find You
21.96,Four,Hystopia: A Novel
40.45,Two,Howl and Other Poems
10.29,Four,History of Beauty
52.86,Two,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back
55.65,Five,Future Shock (Future Shock #1)
43.64,One,Ender's Game (The Ender Quintet #1)
28.41,One,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World
37.51,Four,Death by Leisure: A Cautionary Tale
11.45,Three,Brilliant Beacons: A History of the American Lighthouse
19.22,Two,Brazen: The Courage to Find the You That's Been Hiding
56.91,Four,Between the World and Me
55.06,Four,Being Mortal: Medicine and What Matters in the End
13.2,Three,"A Murder Over a Girl: Justice, Gender, Junior High"
53.63,Two,32 Yolks
44.48,Five,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination"
12.08,Three,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life
22.14,Two,Wildlife of New York: A Five-Borough Coloring Book
25.37,Five,What Happened on Beale Street (Secrets of the South Mysteries #2)
46.33,Two,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain
37.33,Three,Under the Tuscan Sun
25.55,One,Toddlers Are A**holes: It's Not Your Fault
34.72,One,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible
35.96,Four,The Whale
41.14,Four,The Story of Art
10.01,Four,The Origin of Species
36.05,Four,The Great Gatsby
49.03,Three,The Good Girl
16.24,One,The Glass Castle
39.55,One,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist
35.67,Three,The Drowning Girls
16.62,Three,The Constant Princess (The Tudor Court #1)
42.78,Four,The Bourne Identity (Jason Bourne #1)
52.3,Five,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1)
32.34,Two,The Art Book
33.17,Four,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change
20.12,Five,Team of Rivals: The Political Genius of Abraham Lincoln
20.9,Two,Steal Like an Artist: 10 Things Nobody Told You About Being Creative
20.9,Three,"Sit, Stay, Love"
40.2,Four,Sister Dear
52.87,Three,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly"
51.74,One,"Rich Dad, Poor Dad"
34.41,Two,Raymie Nightingale
32.38,One,Playing from the Heart
50.35,Four,Nightstruck: A Novel
11.38,Five,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories"
43.58,Three,Meternity
49.67,Three,Memoirs of a Geisha
28.77,Two,Like Never Before (Walker Family #2)
13.22,Four,Life of Pi
51.17,Five,Leave This Song Behind: Teen Poetry at Its Best
39.61,Five,King's Folly (The Kinsman Chronicles #1)
57.43,Four,John Adams
46.01,Four,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything)
28.25,Two,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking
37.05,Five,Good in Bed (Cannie Shapiro #1)
19.57,One,"Fruits Basket, Vol. 7 (Fruits Basket #7)"
45.13,Three,For the Love: Fighting for Grace in a World of Impossible Standards
46.64,Two,Finding God in the Ruins: How God Redeems Pain
12.16,Five,Every Heart a Doorway (Every Heart A Doorway #1)
20.89,Four,Delivering the Truth (Quaker Midwife Mystery #1)
17.97,Five,Counted With the Stars (Out from Egypt #1)
52.6,Two,"Chronicles, Vol. 1"
25.77,One,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality
48.19,Three,Benjamin Franklin: An American Life
29.93,Five,"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others"
44.34,Two,A Summer In Europe
52.4,Five,A Short History of Nearly Everything
44.81,Four,A Gathering of Shadows (Shades of Magic #2)
57.84,Five,The Sound Of Love
39.67,Two,The Rise and Fall of the Third Reich: A History of Nazi Germany
55.02,Three,The Perks of Being a Wallflower
24.8,Four,The Mysterious Affair at Styles (Hercule Poirot #1)
59.45,Four,The Man Who Mistook His Wife for a Hat and Other Clinical Tales
31.58,Two,The Makings of a Fatherless Child
43.27,Four,The Joy of Cooking
37.34,One,The Invention of Wings
17.8,Five,The Hobbit (Middle-Earth Universe)
30.54,One,The Great Railway Bazaar
18.77,One,The Golden Compass (His Dark Materials #1)
46.85,Three,The God Delusion
15.79,One,The Girl You Left Behind (The Girl You Left Behind #1)
10.27,Two,The Fellowship of the Ring (The Lord of the Rings #1)
15.42,Five,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1)
59.92,Five,The Barefoot Contessa Cookbook
50.96,Two,Tell the Wolves I'm Home
30.6,Three,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman
19.27,Four,Pride and Prejudice
46.58,One,Musicophilia: Tales of Music and the Brain
48.51,Three,Mere Christianity
19.02,One,Me Before You (Me Before You #1)
38.38,Two,In the Woods (Dublin Murder Squad #1)
49.98,Four,In Cold Blood
46.49,Five,How to Stop Worrying and Start Living
18.32,Two,Give It Back
42.14,Three,"Girl, Interrupted"
56.59,Four,Fun Home: A Family Tragicomic
20.96,Four,"Fruits Basket, Vol. 6 (Fruits Basket #6)"
40.32,Four,Deception Point
36.39,Three,"Death Note, Vol. 6: Give-and-Take (Death Note #6)"
58.55,Four,Catherine the Great: Portrait of a Woman
39.61,Three,Better Homes and Gardens New Cook Book
21.3,Three,An Unquiet Mind: A Memoir of Moods and Madness
56.88,Four,A Year in Provence (Provence #1)
32.97,Four,World Without End (The Pillars of the Earth #2)
47.31,Four,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)"
48.67,Two,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis
41.73,Four,Where She Went (If I Stay #2)
53.68,Four,What If?: Serious Scientific Answers to Absurd Hypothetical Questions
14.64,One,Two Summers
38.4,One,This Is Your Brain on Music: The Science of a Human Obsession
15.08,Four,The Secret Garden
30.57,Two,The Raven King (The Raven Cycle #4)
57.74,Four,The Raven Boys (The Raven Cycle #1)
11.05,Five,The Power Greens Cookbook: 140 Delicious Superfood Recipes
28.58,One,The Metamorphosis
42.91,Five,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats
24.73,Three,The Little Paris Bookshop
55.91,Four,The Hiding Place
13.76,Three,The Grand Design
45.56,Three,The Firm
47.22,One,The Fault in Our Stars
56.0,Five,The False Prince (The Ascendance Trilogy #1)
44.58,Two,The Expatriates
34.5,One,The Dream Thieves (The Raven Cycle #2)
11.33,Five,The Darkest Corners
38.77,Four,The Crossover
11.83,Two,The 5th Wave (The 5th Wave #1)
45.51,Three,Tell the Wind and Fire
41.81,One,Tell Me Three Things
25.15,Four,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut
34.22,Five,Siddhartha
16.23,Five,Shiver (The Wolves of Mercy Falls #1)
11.48,Three,Remember Me?
23.37,Three,Red Dragon (Hannibal Lecter #1)
16.28,Two,Peak: Secrets from the New Science of Expertise
31.63,Four,My Mother Was Nuts
24.91,Five,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens
22.54,One,Maybe Something Beautiful: How Art Transformed a Neighborhood
23.63,Four,Lola and the Boy Next Door (Anna and the French Kiss #2)
13.12,Two,Logan Kade (Fallen Crest High #5.5)
59.98,Three,Last One Home (New Beginnings #1)
31.49,Four,Killing Floor (Jack Reacher #1)
15.52,Five,Kill the Boy Band
48.13,Five,Isla and the Happily Ever After (Anna and the French Kiss #3)
38.13,Five,If I Stay (If I Stay #1)
36.55,Two,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1)
23.32,One,Harry Potter and the Deathly Hallows (Harry Potter #7)
16.33,One,"Fruits Basket, Vol. 5 (Fruits Basket #5)"
32.42,One,Foundation (Foundation (Publication Order) #1)
16.96,One,Fool Me Once
22.37,One,Find Her (Detective D.D. Warren #8)
42.27,One,Evicted: Poverty and Profit in the American City
38.7,Two,Drama
35.63,Five,Dracula the Un-Dead
58.0,Five,Digital Fortress
52.41,One,"Death Note, Vol. 5: Whiteout (Death Note #5)"
32.35,Three,"Data, A Love Story: How I Gamed Online Dating to Meet My Match"
20.75,One,Critique of Pure Reason
17.49,Five,Booked
34.13,Five,"Blue Lily, Lily Blue (The Raven Cycle #3)"
58.81,Five,Approval Junkie: Adventures in Caring Too Much
10.0,Five,An Abundance of Katherines
51.22,Two,America's War for the Greater Middle East: A Military History
58.59,Four,Alight (The Generations Trilogy #2)
31.3,One,A Girl's Guide to Moving On (New Beginnings #2)
46.42,Two,A Game of Thrones (A Song of Ice and Fire #1)
17.21,Four,A Feast for Crows (A Song of Ice and Fire #4)
10.79,Three,A Clash of Kings (A Song of Ice and Fire #2)
52.35,Four,Vogue Colors A to Z: A Fashion Coloring Book
27.88,Three,The Shining (The Shining #1)
50.26,Two,The Pilgrim's Progress
59.99,Three,The Perfect Play (Play by Play #1)
28.32,Five,The Passion of Dolssa
38.71,Three,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe
29.85,Five,The Hunger Games (The Hunger Games #1)
14.82,Two,The Hound of the Baskervilles (Sherlock Holmes #5)
16.81,Four,The Gunning of America: Business and the Making of American Gun Culture
28.23,Two,The Geography of Bliss: One Grump's Search for the Happiest Places in the World
52.11,Two,The Demonists (Demonist #1)
27.88,Two,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)"
59.71,Three,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2)
46.08,Five,The Beast (Black Dagger Brotherhood #14)
13.73,Five,Some Women
48.39,Five,Shopaholic Ties the Knot (Shopaholic #3)
49.45,Five,Paper and Fire (The Great Library #2)
19.67,Five,Outlander (Outlander #1)
12.36,Three,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors"
20.02,Five,No One Here Gets Out Alive
12.75,Four,Night Shift (Night Shift #1-20)
47.51,Four,Needful Things
20.44,Four,Mockingjay (The Hunger Games #3)
34.79,Two,Misery
28.07,Four,Little Women (Little Women #1)
25.01,Three,It
13.9,Three,Harry Potter and the Sorcerer's Stone (Harry Potter #1)
24.17,Four,Harry Potter and the Prisoner of Azkaban (Harry Potter #3)
31.63,Four,Harry Potter and the Order of the Phoenix (Harry Potter #5)
48.75,Five,Harry Potter and the Half-Blood Prince (Harry Potter #6)
14.74,One,Harry Potter and the Chamber of Secrets (Harry Potter #2)
32.49,Three,Gone with the Wind
27.8,One,God Is Not Great: How Religion Poisons Everything
26.77,One,Girl With a Pearl Earring
50.44,Four,"Fruits Basket, Vol. 4 (Fruits Basket #4)"
34.93,Two,Far From True (Promise Falls Trilogy #2)
12.87,One,Dark Lover (Black Dagger Brotherhood #1)
48.94,Two,Confessions of a Shopaholic (Shopaholic #1)
13.38,Three,Changing the Game (Play by Play #2)
58.63,Three,Candide
21.94,One,Can You Keep a Secret?
26.58,Five,Atlas Shrugged
57.22,Three,Animal Farm
56.43,One,A Walk to Remember
55.65,Five,A New Earth: Awakening to Your Life's Purpose
27.62,One,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam"
49.56,Four,'Salem's Lot
34.77,One,Zero History (Blue Ant #3)
17.73,Three,Wuthering Heights
21.8,One,World War Z: An Oral History of the Zombie War
46.02,Three,Wild: From Lost to Found on the Pacific Crest Trail
18.13,One,"Where'd You Go, Bernadette"
30.89,Five,When You Are Engulfed in Flames
31.95,Three,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America
24.04,One,We Are All Completely Beside Ourselves
32.36,Three,Walk the Edge (Thunder Road #2)
21.07,Five,Voyager (Outlander #3)
50.66,Three,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination
13.66,Two,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table
58.09,One,"Unstuffed: Decluttering Your Home, Mind, and Soul"
30.0,One,Under the Banner of Heaven: A Story of Violent Faith
32.74,Two,Two Boys Kissing
41.93,Two,Twilight (Twilight #1)
42.8,Two,Twenties Girl
53.51,One,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland"
23.21,Three,Three-Martini Lunch
21.14,One,"Thinking, Fast and Slow"
56.07,Three,The Wild Robot
14.41,Three,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)"
45.75,Four,The Undomestic Goddess
15.77,One,The Travelers
10.02,Two,The Tipping Point: How Little Things Can Make a Big Difference
48.77,One,The Thing About Jellyfish
57.86,Two,The Stand
23.59,One,The Smitten Kitchen Cookbook
23.05,Five,The Silkworm (Cormoran Strike #2)
55.55,Five,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)"
58.64,Four,The Rose & the Dagger (The Wrath and the Dawn #2)
23.21,One,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2)
42.57,Three,The Rise of Theodore Roosevelt (Theodore Roosevelt #1)
10.92,One,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2)
34.77,One,The Rest Is Noise: Listening to the Twentieth Century
35.66,Five,The Red Tent
37.19,Three,The Purpose Driven Life: What on Earth Am I Here for?
12.25,One,The Purest Hook (Second Circle Tattoos #3)
29.7,Two,The Picture of Dorian Gray
36.8,Three,The Paris Wife
45.43,One,The Obsession
26.26,Four,The Nightingale
44.92,Three,The New Guy (and Other Senior Year Distractions)
52.53,Five,The Nanny Diaries (Nanny #1)
37.25,Two,The Name of God is Mercy
20.93,One,The Maze Runner (The Maze Runner #1)
58.09,Two,The Lover's Dictionary
43.59,Five,The Lonely Ones
33.92,Three,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses
55.55,Two,The Last Painting of Sara de Vos
29.64,Four,"The Land of 10,000 Madonnas"
27.41,One,The Infinities
52.51,Five,The Husband's Secret
47.8,Three,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1)
14.54,Two,The Guns of August
49.53,One,The Guernsey Literary and Potato Peel Pie Society
43.58,Three,The Goldfinch
12.3,One,The Giver (The Giver Quartet #1)
49.47,Three,The Girl with All the Gifts
22.14,Two,The Girl Who Played with Fire (Millennium Trilogy #2)
57.48,One,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3)
43.45,Three,The Exiled
22.13,Four,"The End of Faith: Religion, Terror, and the Future of Reason"
13.03,Four,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory"
57.35,Five,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements"
44.29,One,The Devil Wears Prada (The Devil Wears Prada #1)
52.25,Four,The Demon-Haunted World: Science as a Candle in the Dark
26.33,Five,The Day the Crayons Came Home (Crayons)
22.96,Two,The Da Vinci Code (Robert Langdon #2)
19.21,One,The Cuckoo's Calling (Cormoran Strike #1)
26.78,Four,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition])
41.32,Five,The Complete Poems
24.55,One,The Catcher in the Rye
16.26,Two,The Cat in the Hat (Beginner Books B-1)
47.84,One,The Case for Christ (Cases for Christianity)
53.49,Two,The Book Thief
44.84,Five,The Book of Basketball: The NBA According to The Sports Guy
53.71,Five,The Blind Side: Evolution of a Game
23.43,Two,The Autobiography of Malcolm X
34.32,Three,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution"
22.1,One,The Art of Fielding
25.83,Two,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character"
36.74,Three,Stiff: The Curious Lives of Human Cadavers
49.51,One,Spilled Milk: Based on a True Story
48.96,Five,Something Borrowed (Darcy & Rachel #1)
54.62,One,Something Blue (Darcy & Rachel #2)
24.72,Two,Soldier (Talon #3)
46.45,Two,Shopaholic & Baby (Shopaholic #5)
52.33,Two,Seven Days in the Art World
30.6,Four,Seven Brief Lessons on Physics
14.57,Four,Scarlet (The Lunar Chronicles #2)
46.29,One,Sarah's Key
21.57,Five,"Saga, Volume 3 (Saga (Collected Editions) #3)"
12.91,Four,Running with Scissors
50.11,Three,Rogue Lawyer (Rogue Lawyer #1)
41.67,Four,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars"
44.88,Two,Rework
11.1,Three,Reservations for Two
28.54,Three,Red: The True Story of Red Riding Hood
19.07,Four,Ready Player One
43.55,One,Quiet: The Power of Introverts in a World That Can't Stop Talking
43.63,Three,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2)
39.13,One,Persepolis: The Story of a Childhood (Persepolis #1-2)
56.68,Two,Packing for Mars: The Curious Science of Life in the Void
14.16,One,Outliers: The Story of Success
31.45,Three,Original Fake
24.61,Two,Orange Is the New Black
32.87,Two,One for the Money (Stephanie Plum #1)
40.17,One,Notes from a Small Island (Notes From a Small Island #1)
13.51,One,Night (The Night Trilogy #1)
38.95,Three,Neither Here nor There: Travels in Europe
31.69,Three,Naked
29.4,One,Morning Star (Red Rising #3)
57.83,One,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing"
55.46,Two,Midnight Riot (Peter Grant/ Rivers of London - books #1)
57.6,Two,Me Talk Pretty One Day
34.98,Two,Manuscript Found in Accra
11.87,Two,Lust & Wonder
12.47,Three,Lila (Gilead #3)
33.26,Two,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)"
59.04,Five,Life Without a Recipe
26.13,Two,Life After Life
22.2,One,Letter to a Christian Nation
45.11,One,Let's Pretend This Never Happened: A Mostly True Memoir
43.69,Four,Legend (Legend #1)
25.02,One,"Lean In: Women, Work, and the Will to Lead"
55.5,Five,"Lamb: The Gospel According to Biff, Christ's Childhood Pal"
53.04,Five,Lady Renegades (Rebel Belle #3)
44.97,One,Jurassic Park (Jurassic Park #1)
42.38,One,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond
20.11,Three,Is Everyone Hanging Out Without Me? (And Other Concerns)
56.7,Five,Into the Wild
41.0,Five,Inferno (Robert Langdon #4)
28.85,Three,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin"
49.97,Four,If I Run (If I Run #1)
19.69,One,I've Got Your Number
28.88,Two,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban
33.14,Three,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World
43.7,Two,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth"
54.89,One,House of Leaves
37.52,Two,Horrible Bear!
51.07,Two,Holidays on Ice
44.07,Four,Heir to the Sky
10.79,Four,Green Eggs and Ham (Beginner Books B-16)
42.72,One,"Grayson, Vol 3: Nemesis (Grayson #3)"
26.66,Five,Gratitude
37.6,Five,Gone Girl
42.21,Four,Golden (Heart of Dread #3)
46.83,Two,Girl in the Blue Coat
45.17,Two,"Fruits Basket, Vol. 3 (Fruits Basket #3)"
51.22,Three,"Friday Night Lights: A Town, a Team, and a Dream"
21.28,Four,Fire Bound (Sea Haven/Sisters of the Heart #5)
15.36,Five,Fifty Shades Freed (Fifty Shades #3)
38.62,One,Fellside
25.4,Three,Extreme Prey (Lucas Davenport #26)
43.87,Three,Eragon (The Inheritance Cycle #1)
18.74,One,Eclipse (Twilight #3)
54.86,One,Dune (Dune #1)
52.62,Three,Dracula
51.48,One,Do Androids Dream of Electric Sheep? (Blade Runner #1)
15.28,Five,Disrupted: My Misadventure in the Start-Up Bubble
39.24,Five,Dead Wake: The Last Crossing of the Lusitania
17.81,One,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants"
56.02,One,Darkfever (Fever #1)
23.9,Five,Dark Places
49.13,Five,Crazy Rich Asians (Crazy Rich Asians #1)
10.62,One,Counting Thyme
36.17,Two,Cosmos
59.95,Two,Civilization and Its Discontents
26.09,One,Cinder (The Lunar Chronicles #1)
37.35,Two,Catastrophic Happiness: Finding Joy in Childhood's Messy Years
24.72,Two,Career of Evil (Cormoran Strike #3)
35.28,Five,Breaking Dawn (Twilight #4)
51.32,Five,Brave Enough
21.12,Three,Boy Meets Boy
27.35,Two,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen"
21.74,Five,Blink: The Power of Thinking Without Thinking
40.87,One,Black Flags: The Rise of ISIS
49.31,One,"Black Butler, Vol. 1 (Black Butler #1)"
